Unnamed: 0,reviews
253,"
I love this product so much. I use it almost everyday and even if I don‚??t curl my lashes is will. The brow gel is also very much I don‚??t use it as much but it‚??s nice because the lash and brow products are the same so you can switch them. The one down side is it runs out really quick I use it everyday and it lasted about  one and a half to two months. Other than that it‚??s just amazing
"
254,"
its alright but leaves my eyebrows a little clumpy. other than that its a nice gel and i like the double sided feature!
"
255,"
this is wayyyy cheaper than buying it from target or sephora. I really liked it overall, it helps keep everything in place and it comes in a pack of 2. Overall 10/10
"
256,"
I LOVE THIS GELL ALL I HAVE TO SAY IF IF YOUR LOOKING FOR BROW GEL AND LASH GEL THEN GET THIS
"
257,"
I love how this works, but it went out so fast :(Great value for the price!!
"
258,"
Esperaba que fuera m√°s eficaz pero funciona dentro de lo que cabe. Resalto que con el pasar del tiempo el gel se convierte en residuos y en las cejas crea una apariencia algo descuidada.
"
259,"
I live how the brows and lashes look with this! The only thing is that I noticed the brows flaking a little after a while of wear. I still love the product though, and it is most certainly worth it!
"
260,"
This clear mascara works really well for my eyebrows. It doesn‚??t feel sticky but it drys quickly and makes your brows look great. I used it on my eyelashes too but it didn‚??t really do much as far as curling them or adding length, but that‚??s okay because I mainly wanted it for my eyebrows. I used two coats and my eyebrows looked great for a nice amount of time.
"
261,"
It doesn‚??t make my eyebrows feel rough or crusty, but it holds them down great. My younger sister (who doesn‚??t like black mascara) loves the mascara end!! It lifts her natural lashes! Definitely recommend, especially if you like a natural look ?´∂?èª
"
262,"
Works great and it doesn't cause flaking. The only negative is there is not very much in the container and it runs out quickly. I would say it lasted me 3 weeks using it daily on my lashes and brows.
"
263,"
I love this product so much. I use it almost everyday and even if I don‚??t curl my lashes is will. The brow gel is also very much I don‚??t use it as much but it‚??s nice because the lash and brow products are the same so you can switch them. The one down side is it runs out really quick I use it everyday and it lasted about  one and a half to two months. Other than that it‚??s just amazing
"
264,"
its alright but leaves my eyebrows a little clumpy. other than that its a nice gel and i like the double sided feature!
"
265,"
this is wayyyy cheaper than buying it from target or sephora. I really liked it overall, it helps keep everything in place and it comes in a pack of 2. Overall 10/10
"
266,"
I LOVE THIS GELL ALL I HAVE TO SAY IF IF YOUR LOOKING FOR BROW GEL AND LASH GEL THEN GET THIS
"
267,"
I love how this works, but it went out so fast :(Great value for the price!!
"
268,"
Esperaba que fuera m√°s eficaz pero funciona dentro de lo que cabe. Resalto que con el pasar del tiempo el gel se convierte en residuos y en las cejas crea una apariencia algo descuidada.
"
269,"
I live how the brows and lashes look with this! The only thing is that I noticed the brows flaking a little after a while of wear. I still love the product though, and it is most certainly worth it!
"
270,"
I hate sticky lip gloss! This is nice good colour and not sticky at all. I have reddish brown hair, blue/green eyes and I tan pretty easily. I like the colour I picked with my complexion. Of course it is not a huge bottle great for the half a$$ pockets us ladies get anyway most of the time in pants. Would recommend.
"
271,"
This is great stuff. I use it daily. Comes in colors so I‚??m using it now with lipstick but I‚??m ordering some in colors!! Moisturizing, easy to take off, last a long time, no taste, and it looks good!!
"
